timestamp,total_w,ac_w,kettle_w,fridge_w,hair_dryer_w,iron_w,washing_machine_w,rice_cooker_w,tv_w,microwave_w,computer_w,fan_w,unknown_w,occupied
2026-04-21T00:15,315.46,0.0,0.0,132.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.72,104.75,1
2026-04-21T00:16,290.54,0.0,0.0,121.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.33,89.42,1
2026-04-21T00:17,281.49,0.0,0.0,114.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85,97.22,1
2026-04-21T00:18,279.92,0.0,0.0,127.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.21,84.7,1
2026-04-21T00:19,165.52,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.39,95.87,1
2026-04-21T00:20,53.14,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.72,0
2026-04-21T00:21,149.03,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.89,87.64,1
2026-04-21T00:22,46.25,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.04,0
2026-04-21T00:23,160.77,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.96,87.33,1
2026-04-21T00:24,181.1,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.16,102.19,1
2026-04-21T00:25,191.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.98,104.81,1
2026-04-21T00:26,172.06,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.73,95.96,1
2026-04-21T00:27,163.25,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66,84.15,1
2026-04-21T00:28,180.48,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.29,98.93,1
2026-04-21T00:29,168.44,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,93.87,1
2026-04-21T00:30,169.22,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.08,95.1,1
2026-04-21T00:31,181.03,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.62,101.92,1
2026-04-21T00:32,165.51,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37,89.29,1
2026-04-21T00:33,181.06,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91,97.95,1
2026-04-21T00:34,191.41,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.33,110.01,1
2026-04-21T00:35,171.73,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.89,98.44,1
2026-04-21T00:36,173.64,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72,100.18,1
2026-04-21T00:37,165.59,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,93.44,1
2026-04-21T00:38,190.75,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.69,107.19,1
2026-04-21T00:39,184.07,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.99,106.93,1
2026-04-21T00:40,164.82,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14,87.11,1
2026-04-21T00:41,185.68,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.22,110.34,1
2026-04-21T00:42,166.82,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.44,93.61,1
2026-04-21T00:43,188.25,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,104.15,1
2026-04-21T00:44,166.37,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9,94.36,1
2026-04-21T00:45,178.87,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,101.66,1
2026-04-21T00:46,182.98,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,100.47,1
2026-04-21T00:47,154.6,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.45,81.97,1
2026-04-21T00:48,149.75,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,67.26,1
2026-04-21T00:49,276.44,0.0,0.0,122.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82,83.18,1
2026-04-21T00:50,284.24,0.0,0.0,113.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.92,95.2,1
2026-04-21T00:51,299.31,0.0,0.0,123.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97,103.27,1
2026-04-21T00:52,283.23,0.0,0.0,118.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76,96.15,1
2026-04-21T00:53,281.68,0.0,0.0,124.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.07,88.0,1
2026-04-21T00:54,283.92,0.0,0.0,117.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.77,92.17,1
2026-04-21T00:55,283.29,0.0,0.0,117.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38,96.27,1
2026-04-21T00:56,313.01,0.0,0.0,118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.11,115.66,1
2026-04-21T00:57,292.89,0.0,0.0,121.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.82,101.02,1
2026-04-21T00:58,275.38,0.0,0.0,116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.04,81.09,1
2026-04-21T00:59,297.88,0.0,0.0,127.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38,97.08,1
2026-04-21T01:00,281.01,0.0,0.0,116.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.96,82.67,1
2026-04-21T01:01,298.86,0.0,0.0,125.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.87,96.81,1
2026-04-21T01:02,288.29,0.0,0.0,114.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.79,93.67,1
2026-04-21T01:03,295.23,0.0,0.0,120.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.26,88.84,1
2026-04-21T01:04,282.89,0.0,0.0,120.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.55,90.75,1
2026-04-21T01:05,304.03,0.0,0.0,127.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31,106.15,1
2026-04-21T01:06,293.83,0.0,0.0,115.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,101.39,1
2026-04-21T01:07,285.13,0.0,0.0,119.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.29,93.59,1
2026-04-21T01:08,290.64,0.0,0.0,111.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.76,96.71,1
2026-04-21T01:09,169.76,0.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86,89.47,1
2026-04-21T01:10,175.3,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.31,93.07,1
2026-04-21T01:11,181.72,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85,106.45,1
2026-04-21T01:12,175.89,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.87,101.94,1
2026-04-21T01:13,56.73,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0
2026-04-21T01:14,157.41,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41,82.61,1
2026-04-21T01:15,186.84,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.84,104.87,1
2026-04-21T01:16,176.39,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.15,97.89,1
2026-04-21T01:17,184.71,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05,100.1,1
2026-04-21T01:18,156.97,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2,85.03,1
2026-04-21T01:19,170.71,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73,89.79,1
2026-04-21T01:20,179.77,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.02,99.4,1
2026-04-21T01:21,177.26,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.37,92.64,1
2026-04-21T01:22,155.34,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.45,86.52,1
2026-04-21T01:23,173.83,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94,89.74,1
2026-04-21T01:24,171.13,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.77,84.25,1
2026-04-21T01:25,177.18,0.0,0.0,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.27,104.07,1
2026-04-21T01:26,49.54,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.17,0
2026-04-21T01:27,158.47,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71,83.39,1
2026-04-21T01:28,175.61,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95,99.76,1
2026-04-21T01:29,177.1,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.42,92.0,1
2026-04-21T01:30,184.26,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.14,93.48,1
2026-04-21T01:31,185.98,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,112.39,1
2026-04-21T01:32,170.74,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,94.57,1
2026-04-21T01:33,185.09,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96,110.06,1
2026-04-21T01:34,176.43,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7,92.42,1
2026-04-21T01:35,173.43,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.97,89.07,1
2026-04-21T01:36,180.61,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39,99.28,1
2026-04-21T01:37,170.33,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.05,89.32,1
2026-04-21T01:38,183.44,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.06,97.52,1
2026-04-21T01:39,274.05,0.0,0.0,124.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.42,79.96,1
2026-04-21T01:40,300.69,0.0,0.0,115.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.92,104.0,1
2026-04-21T01:41,278.0,0.0,0.0,118.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.18,99.68,1
2026-04-21T01:42,287.41,0.0,0.0,113.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,95.24,1
2026-04-21T01:43,297.04,0.0,0.0,116.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.53,105.91,1
2026-04-21T01:44,287.44,0.0,0.0,120.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,89.79,1
2026-04-21T01:45,293.48,0.0,0.0,120.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16,91.18,1
2026-04-21T01:46,285.6,0.0,0.0,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.44,93.91,1
2026-04-21T01:47,295.89,0.0,0.0,121.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.67,105.28,1
2026-04-21T01:48,291.7,0.0,0.0,121.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.59,96.73,1
2026-04-21T01:49,301.74,0.0,0.0,118.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67,105.37,1
2026-04-21T01:50,285.52,0.0,0.0,122.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.76,90.2,1
2026-04-21T01:51,284.54,0.0,0.0,116.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3,102.38,1
2026-04-21T01:52,302.79,0.0,0.0,122.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11,102.03,1
2026-04-21T01:53,293.83,0.0,0.0,127.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,85.71,1
2026-04-21T01:54,293.36,0.0,0.0,113.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14,102.87,1
2026-04-21T01:55,171.84,0.0,0.0,122.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.66,0
2026-04-21T01:56,289.28,0.0,0.0,118.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.48,93.94,1
2026-04-21T01:57,302.86,0.0,0.0,116.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.58,112.24,1
2026-04-21T01:58,180.58,0.0,0.0,124.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.82,0
2026-04-21T01:59,177.01,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,96.41,1
2026-04-21T02:00,155.99,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1,75.65,1
2026-04-21T02:01,167.18,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.35,91.56,1
2026-04-21T02:02,169.06,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36,98.23,1
2026-04-21T02:03,176.51,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.43,104.12,1
2026-04-21T02:04,176.2,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42,101.2,1
2026-04-21T02:05,175.66,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95,103.55,1
2026-04-21T02:06,175.03,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36,98.99,1
2026-04-21T02:07,181.88,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,93.37,1
2026-04-21T02:08,195.07,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.98,107.4,1
2026-04-21T02:09,179.05,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.97,103.73,1
2026-04-21T02:10,170.6,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.26,95.02,1
2026-04-21T02:11,160.34,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.46,86.15,1
2026-04-21T02:12,182.86,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76,96.38,1
2026-04-21T02:13,180.09,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.02,104.83,1
2026-04-21T02:14,182.44,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,97.98,1
2026-04-21T02:15,179.65,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,91.71,1
2026-04-21T02:16,188.56,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,103.83,1
2026-04-21T02:17,163.13,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.01,81.51,1
2026-04-21T02:18,157.37,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,82.41,1
2026-04-21T02:19,170.39,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,90.15,1
2026-04-21T02:20,166.29,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.22,87.14,1
2026-04-21T02:21,178.91,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.46,96.87,1
2026-04-21T02:22,172.3,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82,98.32,1
2026-04-21T02:23,167.03,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.38,97.09,1
2026-04-21T02:24,177.29,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28,89.81,1
2026-04-21T02:25,173.02,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.85,98.25,1
2026-04-21T02:26,171.51,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.51,90.8,1
2026-04-21T02:27,166.59,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,92.32,1
2026-04-21T02:28,183.02,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.53,100.41,1
2026-04-21T02:29,293.24,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,106.35,1
2026-04-21T02:30,293.72,0.0,0.0,128.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03,91.78,1
2026-04-21T02:31,271.3,0.0,0.0,121.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.28,81.66,1
2026-04-21T02:32,256.02,0.0,0.0,112.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.47,80.24,1
2026-04-21T02:33,292.25,0.0,0.0,118.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.07,96.56,1
2026-04-21T02:34,293.7,0.0,0.0,123.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,93.63,1
2026-04-21T02:35,304.71,0.0,0.0,129.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.11,99.8,1
2026-04-21T02:36,279.56,0.0,0.0,123.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28,81.9,1
2026-04-21T02:37,163.86,0.0,0.0,116.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.95,0
2026-04-21T02:38,295.22,0.0,0.0,122.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14,92.74,1
2026-04-21T02:39,281.84,0.0,0.0,112.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.09,97.13,1
2026-04-21T02:40,300.58,0.0,0.0,125.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.35,102.86,1
2026-04-21T02:41,286.86,0.0,0.0,115.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.81,103.76,1
2026-04-21T02:42,287.36,0.0,0.0,124.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.52,93.76,1
2026-04-21T02:43,288.71,0.0,0.0,119.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,98.39,1
2026-04-21T02:44,292.18,0.0,0.0,117.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.12,95.91,1
2026-04-21T02:45,285.1,0.0,0.0,120.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.58,93.68,1
2026-04-21T02:46,288.92,0.0,0.0,117.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.46,78.88,1
2026-04-21T02:47,298.66,0.0,0.0,124.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,101.89,1
2026-04-21T02:48,296.36,0.0,0.0,123.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.51,97.96,1
2026-04-21T02:49,170.27,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93,88.04,1
2026-04-21T02:50,191.63,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23,105.99,1
2026-04-21T02:51,163.45,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.19,96.53,1
2026-04-21T02:52,161.56,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88,82.48,1
2026-04-21T02:53,148.52,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36,75.49,1
2026-04-21T02:54,173.14,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.59,94.28,1
2026-04-21T02:55,56.58,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.41,0
2026-04-21T02:56,180.8,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04,90.31,1
2026-04-21T02:57,149.53,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05,80.86,1
2026-04-21T02:58,188.67,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.56,113.6,1
2026-04-21T02:59,172.04,0.0,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.14,102.71,1
2026-04-21T03:00,164.57,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6,90.16,1
2026-04-21T03:01,50.38,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0
2026-04-21T03:02,189.86,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.25,100.33,1
2026-04-21T03:03,182.15,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.91,102.69,1
2026-04-21T03:04,169.94,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,83.68,1
2026-04-21T03:05,182.15,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.21,99.3,1
2026-04-21T03:06,168.39,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.69,101.14,1
2026-04-21T03:07,176.94,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.43,102.83,1
2026-04-21T03:08,186.45,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.19,102.96,1
2026-04-21T03:09,176.62,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.66,87.64,1
2026-04-21T03:10,175.74,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.92,97.6,1
2026-04-21T03:11,170.97,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22,96.09,1
2026-04-21T03:12,171.99,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.78,94.41,1
2026-04-21T03:13,153.06,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.14,84.77,1
2026-04-21T03:14,194.5,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.52,103.41,1
2026-04-21T03:15,178.08,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.41,100.88,1
2026-04-21T03:16,160.12,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.93,95.07,1
2026-04-21T03:17,193.58,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,109.63,1
2026-04-21T03:18,187.31,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.16,98.58,1
2026-04-21T03:19,273.99,0.0,0.0,120.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.17,80.2,1
2026-04-21T03:20,280.99,0.0,0.0,111.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31,96.13,1
2026-04-21T03:21,293.17,0.0,0.0,124.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41,93.32,1
2026-04-21T03:22,287.16,0.0,0.0,128.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75,82.44,1
2026-04-21T03:23,309.06,0.0,0.0,125.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.72,102.09,1
2026-04-21T03:24,306.68,0.0,0.0,126.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24,93.99,1
2026-04-21T03:25,319.05,0.0,0.0,126.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.15,110.8,1
2026-04-21T03:26,277.24,0.0,0.0,111.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,97.87,1
2026-04-21T03:27,289.54,0.0,0.0,122.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.02,92.88,1
2026-04-21T03:28,285.94,0.0,0.0,119.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11,86.4,1
2026-04-21T03:29,292.26,0.0,0.0,125.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,99.51,1
2026-04-21T03:30,283.82,0.0,0.0,118.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.07,95.06,1
2026-04-21T03:31,269.61,0.0,0.0,118.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,90.28,1
